0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96
0005;1;;5B3576C7000003D2;00000000000000000044;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;732700030300.0;01C9;0001;1.0;1.0;14219C2E;;1.0;06A0;F15F1172;09151881;73;849D34D4;849D34D4;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4B;;;;;;;;;;;;;;;;;;;;;;;;;;A5AC0E119C433F7E3031;
0005;1;;5B3576C800000075;00000000000000000045;;724004;405;40502;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4B;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A0F7;00000578;00000834;000016EE;000016EE;;;;;;;;;;;;;;;;;;;;;3D31E854AAF3316B3031;
0009;1;;5B3576C90000013D;00000000000000000046;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;47;;00000000000001573B6D;7.0;A09B2FA911BB65F830315CBF66D3BF80E13B3031F0F96F8E45A8BE3030310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;;00000000000000000114A0F8;0000076C;0000076C;0000161C;0000161C;;;;;;;;;;;;;;;;;;;;;08DF7E4BA83EDEB03031;
0005;1;;5B3576C90000004C;00000000000000000047;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0002;5.0;1.0;666C0C6E;;1.0;08FA;4987B3F1;0E7D83A7;73;8B2C8555;8B2C8555;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4C;;;;;;;;;;;;;;;;;;;;;;;;;;2309012C4D1FFFAB3031;
0005;1;;5B3576C900000166;00000000000000000048;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4C;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A0F9;000006A4;0000076C;0000172A;0000172A;;;;;;;;;;;;;;;;;;;;;178072901EA604923031;
0005;1;;5B3576CA000003D9;00000000000000000049;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61000060000.0;01C9;0004;9.0;1.0;53C45B54;;1.0;0B11;E3A277DB;81FA4E84;6F;39E18311;39E18311;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4D;;;;;;;;;;;;;;;;;;;;;;;;;;C8BA2FFC7F4C72A03031;
0005;1;;5B3576CB00000108;0000000000000000004A;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4D;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A0FA;0000076C;00000708;0000157C;0000157C;;;;;;;;;;;;;;;;;;;;;FC813B4AAD9E5E923031;
0005;1;;5B3576CC000002EF;0000000000000000004B;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0002;5.0;1.0;67180B32;;1.0;0384;BB3F3BEF;2CB23E1A;73;4C9411A3;4C9411A3;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4E;;;;;;;;;;;;;;;;;;;;;;;;;;6BADDDE134F4CFBB3031;
0005;1;;5B3576CD0000000B;0000000000000000004C;;724004;405;40502;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4E;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A0FB;00000578;000007D0;000016E4;000016E4;;;;;;;;;;;;;;;;;;;;;9B8C4B33D1A9D73B3031;
0005;1;;5B3576CD0000017F;0000000000000000004D;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;730200030300.0;01C9;0001;1.0;1.0;134B5B1E;;1.0;0776;B1C0C3CB;4090E4C5;73;F07DBA5D;F07DBA5D;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4F;;;;;;;;;;;;;;;;;;;;;;;;;;F23C04E5EDF1B3453031;
0005;1;;5B3576CD000002B2;0000000000000000004E;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB4F;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A0FC;00000578;0000076C;000016F8;000016F8;;;;;;;;;;;;;;;;;;;;;FFB78907632988C43031;
0009;1;;5B3576D1000001EA;0000000000000000004F;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;074e4f2052454144000000;074e4f2052454144000000;;00000000000001573B6E;67.0;0ADD3E6A1F5C78BC3031BD5D640AE25FD2E1303149634D68DC6D62C330310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;;00000000000000000114A0FD;00000708;00000898;000016C6;000016C6;;;;;;;;;;;;;;;;;;;;;A8BCAC90E85EB1603031;
0005;1;;5B3576D3000002B5;00000000000000000050;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;730200030300.0;01C9;0003;9.0;1.0;12829318;;1.0;089C;018A67F6;CBA84C0D;73;24908BFA;24908BFA;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB50;;;;;;;;;;;;;;;;;;;;;;;;;;7D98B4646F54D0313031;
0005;1;;5B3576D400000026;00000000000000000051;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB50;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A0FE;00000898;0000076C;000015EA;000015EA;;;;;;;;;;;;;;;;;;;;;AA0B6754DA3A42513031;
0005;1;;5B3576D60000013B;00000000000000000052;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;732700030000.0;01C9;0001;1.0;1.0;1479A1CB;;1.0;0B58;B8211F7E;67F4E28C;73;70F7E85A;70F7E85A;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB51;;;;;;;;;;;;;;;;;;;;;;;;;;F7B877470708E3C33031;
0005;1;;5B3576D600000248;00000000000000000053;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB51;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A0FF;000005DC;0000076C;0000120C;0000120C;;;;;;;;;;;;;;;;;;;;;F4124A96240618263031;
0005;1;;5B3576D60000021B;00000000000000000054;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0002;5.0;1.0;67C80214;;1.0;0067;FE8299E4;4A568900;73;BEE51DC8;BEE51DC8;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB52;;;;;;;;;;;;;;;;;;;;;;;;;;7732EB446F3FC8FF3031;
0005;1;;5B3576D6000002DB;00000000000000000055;;724004;405;40502;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB52;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A100;0000076C;000006A4;000016EE;000016EE;;;;;;;;;;;;;;;;;;;;;C31F03C948C6D4BC3031;
0005;1;;5B3576D90000004F;00000000000000000056;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;732700030300.0;01C9;0001;1.0;1.0;14B18C63;;1.0;0B04;8EAB1C6E;D784304B;73;65D2D47A;65D2D47A;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB53;;;;;;;;;;;;;;;;;;;;;;;;;;638F9AC0F6B08B3F3031;
0005;1;;5B3576D9000000B8;00000000000000000057;;724004;405;40502;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB53;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A101;000005DC;00000834;00001608;00001608;;;;;;;;;;;;;;;;;;;;;03702B5F5C5E80CD3031;
0005;1;;5B3576D900000015;00000000000000000058;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61000060000.0;01C9;0004;9.0;1.0;53C41841;;1.0;0C7F;A38164EB;0D04F0B4;6F;900614D8;900614D8;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB54;;;;;;;;;;;;;;;;;;;;;;;;;;1FF04432F7666D1A3031;
0005;1;;5B3576D900000108;00000000000000000059;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB54;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A102;000006A4;00000708;000016B2;000016B2;;;;;;;;;;;;;;;;;;;;;EC1D0F58B175D8513031;
0009;1;;5B3576DD00000117;0000000000000000005A;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;48;;00000000000001573B6F;7.0;86ADDD70B54563313031383C6E97FBFE33E830314EAF696C52A3A02830310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;;00000000000000000114A103;00000578;000007D0;0000159A;0000159A;;;;;;;;;;;;;;;;;;;;;65F7C62E1A13B3623031;
0005;1;;5B3576DC000002B6;0000000000000000005B;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0002;5.0;1.0;65C035DB;;46.0;0117;D149B29F;8DF5BC16;73;8FF52411;8FF52411;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB55;;;;;;;;;;;;;;;;;;;;;;;;;;FDFA876580E36DE33031;
0005;1;;5B3576DD00000033;0000000000000000005C;;724004;405;40502;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB55;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A104;00001068;00000A8C;000055AA;000055AA;;;;;;;;;;;;;;;;;;;;;0A9E3F1108D3F4223031;
0005;1;;5B3576E2000000F6;0000000000000000005D;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0002;5.0;1.0;6780375E;;1.0;069B;0A65A5A2;7EF98A13;73;C07EA898;C07EA898;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB56;;;;;;;;;;;;;;;;;;;;;;;;;;36C91315ED5562883031;
0005;1;;5B3576E20000023B;0000000000000000005E;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB56;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A105;00000578;000006A4;00001162;00001162;;;;;;;;;;;;;;;;;;;;;48985C01E226771E3031;
0005;5;;5B3576E200000222;0000000000000000005F;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060800.0;01C9;000D;5.0;1.0;773C16C6;;1.0;071F;9428BDE9;0C27BA65;73;F6229704;F6229704;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB57;;;;;;;;;;;;;;;;;;;;;;;;;;4A751452D78857293031;
000D;5;;5B3576E2000002CF;00000000000000000060;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB57;1.0;;;;;;;;;49;49;;00000000000001573B70;7.0;12D9A6944EBA8D483031F1000525A3AA81323031BB38213F99BDF63D30310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;;00000000000000000114A106;0000076C;00000708;0000175C;0000175C;;;;;;;;;;;;;;;;;;;;;38ED66C49AC72ACE3031;
0005;5;;5B3576E4000003D7;00000000000000000061;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61000060801.0;01C9;0002;5.0;1.0;64B80899;;1.0;0808;A9026CFE;F175A311;73;0AC2E963;0AC2E963;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB58;;;;;;;;;;;;;;;;;;;;;;;;;;403704AC0FC046B33031;
000D;5;;5B3576E500000117;00000000000000000062;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB58;1.0;;;;;;;;;50;50;;00000000000001573B71;7.0;3643BBCFAFF93BB530314FBF4123954E85503031B7ED022A43AA64FD30310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;;00000000000000000114A107;00000578;000006A4;00001644;00001644;;;;;;;;;;;;;;;;;;;;;2ACC65E5A0C81E373031;
0005;1;;5B3576E80000014A;00000000000000000063;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0002;5.0;1.0;662836A9;;1.0;01E3;8C5CE0C2;3AC860D9;73;4B2B1151;4B2B1151;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB59;;;;;;;;;;;;;;;;;;;;;;;;;;967E48CBA4BC5A313031;
0005;1;;5B3576E80000028C;00000000000000000064;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB59;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A108;00000708;00000708;00001626;00001626;;;;;;;;;;;;;;;;;;;;;F35F2EA6837F87973031;
0005;1;;5B3576EA00000065;00000000000000000065;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0002;5.0;1.0;662000F8;;1.0;0C04;041B82E5;BE5F43DD;73;6A809AC6;6A809AC6;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5A;;;;;;;;;;;;;;;;;;;;;;;;;;DEF9FD0CF03534573031;
0005;1;;5B3576EA000000FC;00000000000000000066;;724004;405;40502;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5A;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A109;000007D0;00000834;000010FE;000010FE;;;;;;;;;;;;;;;;;;;;;4ADE12AAA288DF7D3031;
0005;1;;5B3576EA000003B0;00000000000000000067;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0004;9.0;1.0;5604234E;;1.0;0C36;EB029636;795ACCDC;6F;C1926009;C1926009;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5B;;;;;;;;;;;;;;;;;;;;;;;;;;1A8021CBA1C9583E3031;
0005;1;;5B3576EB000000D4;00000000000000000068;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5B;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A10A;000005DC;0000076C;000015F4;000015F4;;;;;;;;;;;;;;;;;;;;;5D889C58683824C23031;
0005;1;;5B3576EB000001F3;00000000000000000069;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;000D;5.0;1.0;77CC0F6C;;1.0;058F;A539A16F;C784FB54;73;AD14C2FF;AD14C2FF;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5C;;;;;;;;;;;;;;;;;;;;;;;;;;E9CECB435736C1123031;
0005;1;;5B3576EB0000028C;0000000000000000006A;;724004;405;40502;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5C;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A10B;00000578;00000834;0000168A;0000168A;;;;;;;;;;;;;;;;;;;;;A692952C70D8CDC33031;
0005;1;;5B3576EE000001AE;0000000000000000006B;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;730200030300.0;01C9;0001;1.0;1.0;132E96D6;;1.0;0867;46138A02;1B60F437;73;61522246;61522246;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5D;;;;;;;;;;;;;;;;;;;;;;;;;;4D9B6B4AD7E94E5B3031;
0005;1;;5B3576EE00000249;0000000000000000006C;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5D;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A10C;00000640;0000076C;00001608;00001608;;;;;;;;;;;;;;;;;;;;;53F6422333AFADA53031;
0009;1;;5B3576EF0000036F;0000000000000000006D;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;51;;00000000000001573B72;7.0;3F0FD14F10E724F63031358B290AFC3DD8A03031C947F3065023BB1730310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;;00000000000000000114A10D;00000578;0000076C;0000161C;0000161C;;;;;;;;;;;;;;;;;;;;;D48A454B67E7013D3031;
0005;1;;5B3576F00000025E;0000000000000000006E;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;730200030200.0;01C9;0001;1.0;1.0;122283B4;;23.0;09CF;EBE0A8EC;396E5BF1;73;EC554872;EC554872;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5E;;;;;;;;;;;;;;;;;;;;;;;;;;985E50548ED39D653031;
0005;1;;5B3576F00000032C;0000000000000000006F;;724004;405;40502;;;;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5E;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A10E;00000E74;00000960;00002C92;00002C92;;;;;;;;;;;;;;;;;;;;;000A7908AA6A97DE3031;
0005;1;;5B3576F400000171;00000000000000000070;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0001;5.0;1.0;76CDF558;;1.0;0517;EB089FE3;D8FC0517;73;039C5FDA;039C5FDA;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5F;;;;;;;;;;;;;;;;;;;;;;;;;;C07ACBC1A799E5D93031;
0005;1;;5B3576F400000249;00000000000000000071;;724004;405;40502;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB5F;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A10F;000005DC;00000708;00001716;00001716;;;;;;;;;;;;;;;;;;;;;DA9FDE787FA6C0E53031;
0005;1;;5B3576F500000046;00000000000000000072;;724004;405;40502;;;;;;;;;;;;;;;;;;;;;;;;61500060000.0;01C9;0004;9.0;1.0;575C8B4B;;1.0;027B;36240931;A7FE40F0;6F;66EF94C6;66EF94C6;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB60;;;;;;;;;;;;;;;;;;;;;;;;;;E880F4D2A7ECAB3B3031;
0005;1;;5B3576F500000124;00000000000000000073;;724004;405;40502;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;000000000000000000E0FB60;1.0;;;;;;;;;;;;;;;;;;;;;;00000000000000000114A110;00000578;00000834;00001612;00001612;;;;;;;;;;;;;;;;;;;;;EC74151316467D9C3031;
0009;1;;5B3576F6000001D2;00000000000000000074;;724004;405;40502;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;52;;00000000000001573B73;7.0;DA6C556F5F8FD5BC3031203ADC7731F0D32830312AF455E9C715B31B30310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;;00000000000000000114A111;00000578;00000898;0000159A;0000159A;;;;;;;;;;;;;;;;;;;;;B94D25509E7FD58D3031;
